,product name,price,image url,category,product dimensions,brand,capacity,configuration,energy star,model,annual energy consumption,refrigerator fresh food capacity,freezer capacity,installation type,part number,form factor,special features,colour,voltage,number of drawers,defrost system,door orientation,door material,shelf type,number of shelves,certification,material,included components,batteries required,manufacturer,country of origin,asin,customer reviews,best sellers rank,date first available,packer,item weight,item dimensions lxwxh,net quantity,generic name,energy efficiency,volume capacity name,batteries included,model name,door material type,model number,number of memory sticks,item model number,item height,item width,wattage,power source,are batteries included?,importer,specific product use,manufacturer part number,size,stain resistant?,assembly required,special feature,cooling type,capacity name,exterior,position,volume,viscosity,imported by,weighted annual energy consumption,style,access location,package dimensions,battery cell type,finish type,mounting hardware,number of items,noise level,ice storage capacity,drawer type,bottle count,color,item part number,primary material,what is in the box?,locking mechanism,mattress comfort,weight,control console,energy efficiency rating,number of doors,is assembly required,shelf material,other display features,whats in the box,number of vents,pattern,item shape,frame type,frame material,orientation,target audience,connector type,inner material type,number of racks,cooling power,product benefits,material type free,item form,hair type,material feature,age range (description),recommended uses for product,scent,mounting type,shipping weight,specific uses for product,item volume,surface recommendation,special ingredients,air flow capacity,controls type,reservoir capacity,standby power consumption,number of speeds,liquid volume,energy consumption,airflow displacement,number of option cycles,shape,specific uses,power and plug description,eu energy efficiency label,start year,compatible devices,operating voltage,maximum voltage,filter type,floor area,operation mode,room type,max number of supported devices,batteries,hardware platform,display technology,battery description,includes rechargeable battery,connectivity technology,does it contain liquid?,maximum rotational speed,noise level spinning,number of standard cycles,noise level washing,contains liquid contents,package information,lower temperature rating,cycle options,noise level drying,controller type,capacity per washing program,standard capacity cycle,setting type,hose length,number of settings,number of jets,water consumption,spinning performance rating,washing performance rating,drying performance rating,water consumption per complete standard program,additional information,lighting,closure type,number of sets,department,storage volume,fuel type,water resistance level,specification met,oven cooking mode,control type,door style,cable length,burner type,outer material,product care instructions,fill material,number of pieces,footboard upholstery,auto focus included,heating method,is dishwasher safe,temperature range,series,fabric type,with lid,is oven safe,bulb shape size,incandescent equivalent wattage,item package quantity,light source wattage,control method,assembly type,warranty summary,speed,bowl material,is microwaveable,occasion,output wattage,has nonstick coating,inner material,capacitance,number of slices,display type,number of programmes,furniture finish,min temperature setting,max temperature setting,warranty type,weight limit,horsepower,lid material,screen size,supported internet services,resolution,refresh rate,model year,ram memory installed size,operating system,hardware interface,graphics coprocessor,tuner technology,response time,remote control description,standing screen display size,viewing angle,image aspect ratio,image contrast ratio,supported image types,screen resolution,audio input compatible with the item,audio output mode,supported audio formats,speaker surround sound channel configuration,video capture resolution,audio wattage,gsm frequencies,total usb ports,actual viewing angle,includes remote,supports bluetooth technology,memory storage capacity,remote control technology,image brightness,battery cell composition,maximum operating distance,media format,aspect ratio,battery power rating,total power outlets,maximum resolution,speakers maximum output power,processor count,wire or cable technology,surround sound channel configuration,audio encoding,ram memory maximum size,light source type,cable feature,colour screen,audio input,processor brand,processor type,cellular technology,display resolution maximum,total hdmi ports
10,"Whirlpool 300 L Frost Free Triple-Door Refrigerator(FP 313D Protton Roy, Alpha Steel)","29,990.",https://m.media-amazon.com/images/I/61NgOaoGOWL._AC_SS450_.jpg,refrigerator,67.8D x 60W x 172H Centimeters,Whirlpool,300 litres,Full-Sized Freezer-on-Top,,FP 313D Protton Roy,500 Kilowatt Hours,223 litres,73 Litres,Freestanding,FP 313D Protton Roy,Multi-Door,"Stabilizer Free Operation, Door Lock",Alpha Steel,230 Volts,3,Frost Free,Left,,Toughened Glass,3,Energy Rating,steel,1,No,"Whirlpool of India Limited, Whirlpool of India Limited",India,B078YJ5SW8,"4.0  4.0 out of 5 stars        7,097 ratings    4.0 out of 5 stars","#1,137 in Home & Kitchen (See Top 100 in Home & Kitchen)  #1 in Refrigerators",12 January 2018,Whirlpool of India Limited,13 kg 200 g,2.68 x 2.36 x 6.81 Meters,1 set,Refrigerator,No Star Rating,300,No,,,,,,,,,,,"Whirlpool of India Ltd. Plot No. A-4, MIDC Ranjangaon,Taluka Shirur, Dist: Pune, Maharashtra 412220, India, Email - helpdeskindia@whirlpool.com ; Toll Free - 1800 208 1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,"Whirlpool 330 L Frost Free Triple-Door Refrigerator(FP 343D Protton Roy, Alpha Steel)","30,999.",https://m.media-amazon.com/images/I/61NgOaoGOWL._AC_SS450_.jpg,refrigerator,71.7D x 60.1W x 187.4H Centimeters,Whirlpool,330 litres,Full-Sized Freezer-on-Top,2 Star,FP 343D Protton Roy,207 Kilowatt Hours,255 litres,73 Litres,Freestanding,FP 343D Protton Roy,Multi-Door,"Stabilizer Free Operation, Door Lock",Alpha Steel,230 Volts,,Frost Free,,,Toughened Glass,,Energy Star,steel,1,No,"Whirlpool of India Limited, Whirlpool of India Limited",India,B078YJXPCF,"4.0  4.0 out of 5 stars        7,097 ratings    4.0 out of 5 stars","#1,137 in Home & Kitchen (See Top 100 in Home & Kitchen)  #1 in Refrigerators",12 January 2018,Whirlpool of India Limited,13 kg 200 g,71.7 x 60.1 x 187.4 Centimeters,1 set,Refrigerator,No Star Rating,330,No,,,,,,,,,,,"Whirlpool of India Ltd. Plot No. A-4, MIDC Ranjangaon,Taluka Shirur, Dist: Pune, Maharashtra 412220, India, Email - helpdeskindia@whirlpool.com ; Toll Free - 1800 208 1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"Whirlpool 260 L Frost Free Multi-Door Refrigerator(FP 283D Protton Roy, Alpha Steel)","28,990.",https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61NgOaoGOWL._AC_SS450_.jpg,refrigerator,22D x 27.1W x 69.8H Centimeters,Whirlpool,260 litres,Full-Sized Freezer-on-Top,5 star rating,FP 283D Protton Roy,190 Kilowatt Hours,193 litres,64 Litres,Freestanding,FP 283D Protton Roy,Multi-Door,toughened glass,Alpha Steel,300 Volts,,Frost Free,,,Toughened Glass,,Energy Star,steel,1,No,"Whirlpool of India Limited, Whirlpool of India Limited",India,B078YL5K8D,"4.2  4.2 out of 5 stars        1,232 ratings    4.2 out of 5 stars","#158,831 in Home & Kitchen (See Top 100 in Home & Kitchen)  #263 in Refrigerators",12 January 2018,Whirlpool of India Limited,10 kg 800 g,2.7 x 2.2 x 6.98 Meters,1 set,Refrigerator,No Star Rating,260,,,,,,,,,,,,"Whirlpool of India Ltd. Plot No. A-4, MIDC Ranjangaon,Taluka Shirur, Dist: Pune, Maharashtra 412220, India, Email - helpdeskindia@whirlpool.com ; Toll Free - 1800 208 1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"Whirlpool 240 L Frost Free Triple-Door Refrigerator (FP 263D PROTTON ROY, German Steel)","26,190.",https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61eXR32nODL._AC_SS450_.jpg,refrigerator,64D x 56W x 161H Centimeters,Whirlpool,240 litres,Full-Sized Freezer-on-Top,No Rating,FP 263D PROTTON ROY,170 Kilowatt Hours,176 litres,64 Litres,Freestanding,B07NBZ43PH,Multi-Door,"Stabilizer Free Operation, Door Lock",German Steel,230 Volts,1,Frost Free,Left,,Toughened Glass,2,Energy Star,steel,"1 Refrigerator, 1 User Manual and 1 Warranty Card",No,"Whirlpool, Whirlpool of India Ltd. Plot No. A-4, MIDC Ranjangaon,Taluka Shirur, Dist: Pune, Maharashtra 412220, India, Email - helpdeskindia@whirlpool.com ; Toll Free - 1800 208 1800",India,B07NBZ43PH,"4.0  4.0 out of 5 stars        7,097 ratings    4.0 out of 5 stars","#1,137 in Home & Kitchen (See Top 100 in Home & Kitchen)  #1 in Refrigerators",1 February 2019,"Whirlpool of India Ltd. Plot No. A-4, MIDC Ranjangaon,Taluka Shirur, Dist: Pune, Maharashtra 412220, India, Email - helpdeskindia@whirlpool.com ; Toll Free - 1800 208 1800",52 kg,64 x 56 x 161 Centimeters,1 count,Refrigerator,,240,,,,,,,,,,,,"Whirlpool of India Ltd. Plot No. A-4, MIDC Ranjangaon,Taluka Shirur, Dist: Pune, Maharashtra 412220, India, Email - helpdeskindia@whirlpool.com ; Toll Free - 1800 208 1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"Whirlpool 260 L Frost-Free Triple-Door Refrigerator (FP 283D PROTTON ROY, German Steel)","27,490.",https://m.media-amazon.com/images/I/61eXR32nODL._AC_SS450_.jpg,refrigerator,68D x 68W x 186H Centimeters,Whirlpool,260 litres,Full-Sized Freezer-on-Top,No Rating,FP 283D PROTTON ROY,190 Kilowatt Hours,196 litres,64 Litres,Freestanding,FP 283D PROTTON ROY,Multi-Door,"Toughened Glass, Stabilizer Free Operation, Door Lock",German Steel,230 Volts,,Frost Free,,,Toughened Glass,,Energy Star,steel,1,No,"Whirlpool, Whirlpool",India,B07NBZSVCL,"4.0  4.0 out of 5 stars        1,773 ratings    4.0 out of 5 stars","#16,967 in Home & Kitchen (See Top 100 in Home & Kitchen)  #57 in Refrigerators",1 February 2019,Whirlpool,12 kg 100 g,68 x 68 x 186 Centimeters,1 set,Refrigerator,,260,,,,,,,,,,,,"Whirlpool of India Ltd. Plot No. A-4, MIDC Ranjangaon,Taluka Shirur, Dist: Pune, Maharashtra 412220, India, Email - helpdeskindia@whirlpool.com ; Toll Free - 1800 208 1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"Voltas 500 DD CF Double Door Deep Freezer, 500 Liters, White","29,790.",,refrigerator,74 x 176 x 88 cm; 78 Kilograms,Voltas,,,,,,,,,,,,white,230 Volts (AC),,,,,,,,,Deep Freezer,,"voltas, VOLTAS LIMITED, VOLTAS HOUSE 'A', Dr. Babasaheb Ambedkar Road, Chinchpokli, Mumbai- 400033",India,B07PLW915C,3.9  3.9 out of 5 stars        307 ratings    3.9 out of 5 stars,"#35,658 in Home & Kitchen (See Top 100 in Home & Kitchen)  #93 in Refrigerators",11 March 2019,"VOLTAS LIMITED, VOLTAS HOUSE 'A', Dr. Babasaheb Ambedkar Road, Chinchpokli, Mumbai- 400033",78 kg,74 x 176 x 88 Centimeters,1 Count,Deep Freezer,,,,500 DD CF,HARD TOP,5210397,1,5210397,88 Centimeters,176 Centimeters,,,No,"VOLTAS LIMITED, VOLTAS HOUSE 'A', Dr. Babasaheb Ambedkar Road, Chinchpokli, Mumbai- 400033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"Voltas 405 DD CF Double Door Deep Freezer, 405 Liters, White","27,490.",,refrigerator,88 x 152 x 74 cm; 72 Kilograms,Voltas,,,,,,,,,,,,multicolour,,,,,,,,,,"1 main Unit, Manual, Warranty Card",,"Voltas Ltd, Voltas Ltd, Plot no-225, Sector-8, IIE, Pantnagar, Rudrapur- 263153, Uttrakhand. Contact N0- 18605994555",India,B07PLYNJPX,3.9  3.9 out of 5 stars        116 ratings    3.9 out of 5 stars,"#189,406 in Home & Kitchen (See Top 100 in Home & Kitchen)  #318 in Refrigerators",11 March 2019,"Voltas Ltd, Plot no-225, Sector-8, IIE, Pantnagar, Rudrapur- 263153, Uttrakhand. Contact N0- 18605994555",72 kg,88 x 152 x 74 Centimeters,1 U,Deep Freezer,,,,405 DD CF,metal,5210396,1,5210396,74 Centimeters,152 Centimeters,168 KW,,,"VOLTAS LIMITED, VOLTAS HOUSE 'A', Dr. Babasaheb Ambedkar Road, Chinchpokli, Mumbai- 400033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,"Blue Star VC325 5 Star Frost Free Vertical Glass Single Door Visi Cooler (300L, white)","33,600.",,refrigerator,61 x 61.5 x 179 cm; 30 Kilograms,Blue Star,300 litres,Single Door,5 Star,,,,,,,Stand Alone,,White,28,,,,,,,,,B,,"Blue Star Ltd., BLUE STAR",India,B07PSZ9TZ6,3.7  3.7 out of 5 stars        22 ratings    3.7 out of 5 stars,"#316,647 in Home & Kitchen (See Top 100 in Home & Kitchen)  #505 in Refrigerators",18 October 2019,BLUE STAR,30 kg,61 x 61.5 x 179 Centimeters,,VISI COOLER,,,,,,VC325D,1,VC325D,179 Centimeters,61.5 Centimeters,,,,,,,,,,Adjustable Shelves,Compressor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,"Godrej 30 L Qube Manual Personal Standard Single Door Cooling Solution (Tec Qube 30L Hs Q103, Black)",,https://m.media-amazon.com/images/I/41DCsatZklL._AC_SS450_.jpg,refrigerator,15D x 19W x 18H Centimeters,Godrej,30 litres,Compact Freezerless,,TEC Qube 30L HS Q103 Black,208 Kilowatt Hours,30 litres,,Freestanding,TEC Qube 30L HS Q103 Black,standard_single_door,"Solid State Electronic Cooling Technology, Silent Operation, No Defrosting, Ease of maintenance and service,Effective Power Utilisation and Dual LED lights",Black,230 Volts,,Manual,Right,,Aluminium,1,,Steel,"1 Unit, User Manual, warranty card",No,"Godrej & Boyce Mfg Co Ltd, Godrej, Godrej & Boyce Mfg. Co. Ltd., Pirojshanagar, Vikhroli (W), Mumbai - 400 079 Contact: 18002095511 (toll free) Or text Hi to 9321665511 on WhatsApp",,B07R3WXXH5,"3.8  3.8 out of 5 stars        2,292 ratings    3.8 out of 5 stars","#5,621 in Home & Kitchen (See Top 100 in Home & Kitchen)  #17 in Refrigerators",24 April 2019,"Godrej & Boyce Mfg. Co. Ltd., Pirojshanagar, Vikhroli (W), Mumbai - 400 079, Contact: 18002095511",11 kg,15 x 19 x 18 Centimeters,1 Count,Refrigerator,,30,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"Haier 256 L 3 Star Inverter Frost-Free Double Door Refrigerator (HRB-2764PMG-E, Mirror glass,Convertible)","33,900.",,refrigerator,54.8D x 61.5W x 156H Centimeters,Haier,256 litres,Full-Sized Freezer-on-Bottom,3 Star,HRB-2764PMG-E,180 Kilowatt Hours,178 litres,78 Litres,Freestanding,HRB-2764PMG-E,Double Door,"Inverter Compressor, Energy Efficient, External Ice Dispenser, Frost Free, Large Capacity",White,,,Frost Free,,,Glass,,Energy Star,Glass,"1 Indoor Unit, Inter Connecting Pipe, User Manual, 1 Warranty Card",No,Haier,India,B07SKJK7LK,4.3  4.3 out of 5 stars        85 ratings    4.3 out of 5 stars,"#495,445 in Home & Kitchen (See Top 100 in Home & Kitchen)  #750 in Refrigerators",30 May 2019,,62 kg,61.5 x 54.8 x 156 Centimeters,,Refrigerator,3 Star Rating,256,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"LG 594 L Frost-Free Inverter Linear Wi-Fi Side-By-Side Refrigerator (GC-B22FTLPL, Platinum Silver lll, Hygiene Fresh+ | Door Cooling+, 2019 Model)","91,990.",,refrigerator,70.3D x 58.5W x 167.7H Centimeters,LG,594 litres,Side-by-Side,,GC-B22FTLPL,,344 litres,250 Litres,Freestanding,GC-B22FTLPL,side-by-side,"Inverter, wifi_control",Platinum Silver III,230 Volts,2,Frost Free,Reversible,Stainless Steel,Toughened Glass,2,Energy Star,Stainless-Steel,1 Unit of Refrigerator & 1 Unit of User of Manual,No,"LG Electronics India Private Limited, LG Electronics India Pvt. Ltd., TAIZHOU LG ELECTRONICS REFRIGERATION CO. ,LTD. 12, YINGBIN ROAD, HAILING DISTRICT,TAIZHOU, JIANGSU, PEOPLE'S REPUBLIC OF CHINA | serviceindia@lge.com | TEL (TOLL FREE) : 1800 315 9999 / 1800 180 9999",India,B07V2RSJF7,3.9  3.9 out of 5 stars        77 ratings    3.9 out of 5 stars,"#274,428 in Home & Kitchen (See Top 100 in Home & Kitchen)  #447 in Refrigerators",13 July 2019,"LG Electronics India Pvt. Ltd., TAIZHOU LG ELECTRONICS REFRIGERATION CO. ,LTD. 12, YINGBIN ROAD, HAILING DISTRICT,TAIZHOU, JIANGSU, PEOPLE'S REPUBLIC OF CHINA | serviceindia@lge.com | TEL (TOLL FREE) : 1800 315 9999 / 1800 180 9999",51 kg,70.3 x 58.5 x 167.5 Centimeters,1 Piece,Frost Free Side-By-Side Refrigerator,,594,No,,,,,,,,,,,"LG Electronics India Pvt.Ltd. Regd.Office : A-24/6, MOHAN COOPERATIVE IND ESTATE, MATHURA ROAD, NEW DELHI - 110044 | Contact Details: 1800 315 9999 / 1800 180 9999 ,Email ID: serviceindia@lge.com",,,,,,,,Hyderabad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,"Whirlpool 240 L Frost-Free Multi-Door Refrigerator (FP 263D PROTTON ROY, Steel Onyx)","27,390.",,refrigerator,54D x 64W x 126H Centimeters,Whirlpool,240 litres,Full-Sized Freezer-on-Top,5 Star,FP 263D PROTTON ROY STEEL ONYX (N),170 Kilowatt Hours,172 litres,64 Litres,Freestanding,FP 263D PROTTON ROY STEEL ONYX (N),Multi-Door,"Toughened Glass, Stabilizer Free Operation, Door Lock",Steel Onyx,230 Volts,,Frost Free,,Glass,Toughened Glass,,Energy Star,steel,"1 Unit Refrigerator, Warranty card, User manual",No,"Whirlpool, Whirlpool of India Ltd. Plot No. A-4, MIDC Ranjangaon,Taluka Shirur, Dist: Pune, Maharashtra 412220, India, Email - helpdeskindia@whirlpool.com ; Toll Free - 1800 208 1800",,B07V3MHBFQ,"4.0  4.0 out of 5 stars        7,097 ratings    4.0 out of 5 stars","#1,137 in Home & Kitchen (See Top 100 in Home & Kitchen)  #1 in Refrigerators",23 August 2019,"Whirlpool of India Ltd. Plot No. A-4, MIDC Ranjangaon,Taluka Shirur, Dist: Pune, Maharashtra 412220, India, Email - helpdeskindia@whirlpool.com ; Toll Free - 1800 208 1800",52 kg,64 x 56 x 163 Centimeters,1.00 count,Refrigerator,,240,Yes,,,,,,,,,,,"Whirlpool of India Ltd. Plot No. A-4, MIDC Ranjangaon,Taluka Shirur, Dist: Pune, Maharashtra 412220, India, Email - helpdeskindia@whirlpool.com ; Toll Free - 1800 208 1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Tropicool PortaChill Black 5 L Car Refrigerator Chiller Cum Warmer (Black),"4,515.",https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61yZPheTHpL._AC_SS450_.jpg,refrigerator,25.5 x 21 x 26.5 cm; 2.9 Kilograms,Tropicool,5 litres,Compact Freezerless,5 Star,PC-05-Black,,,,,,,can be used in Cars and Home too,Black,230 Volts,,,,,,,,ABS,,,"Ningbo Co. Ltd.,China",China,B07YQ1DM3L,3.4  3.4 out of 5 stars        351 ratings    3.4 out of 5 stars,"#40,162 in Home & Kitchen (See Top 100 in Home & Kitchen)  #98 in Refrigerators",4 October 2019,"Tropicool car gadgets pvt. Ltd. Unit 1: Sr. No. 257/4, MIDC Phase-2 Road, Opp. Maruti Suzuki Service Center, Hinjewadi, Pune-411057, Tel: +91-20-25881704",2 kg 900 g,25.5 x 21 x 26.5 Centimeters,1 Numbers,Car Accessories,,,,,,,,PC-05,,,35 Watts,,,,,015CO00019-00,S,,No,,,,Polished Finish,Inside,5 Litres,35W,"Tropicool Car Gadgets Pvt. Ltd. A-1, First floor, Kumar classics, Aundh, Pune, MH, India 411007 Tel: +91-20-25881704/25883009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,"Voltas Beko 360 L 2 Star Inverter Frost-Free Double Door Refrigerator, StoreFresh+, Neo FrostTM Dual Cooling (RFF383IF, Silver, 2022 Model)","34,990.",https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61xLgJCnqiL._AC_SS450_.jpg,refrigerator,70.7D x 172W x 60H Centimeters,Voltas Beko,360 litres,Full-Sized Freezer-on-Top,2 Star,RFF383IF,272 Kilowatt Hours,252 litres,106.5 Litres,Freestanding,1100179,Double Door,Inverter,Silver,230 Volts,,Frost Free,Left,,Glass,4,Energy Star,Stainless-Steel,Refrigerator User Manual,No,"Voltas Beko (Deemed), (Deemed) Voltbek Home Appliances Pvt. Ltd. Voltas House A Chinchpokli Mumbai-400033 Contact: 1860 599 4444",Thailand,B081B9WGQ7,3.6  3.6 out of 5 stars        30 ratings    3.6 out of 5 stars,"#255,210 in Home & Kitchen (See Top 100 in Home & Kitchen)  #411 in Refrigerators",11 November 2019,(Deemed) Voltbek Home Appliances Pvt. Ltd. Voltas House A Chinchpokli Mumbai-400033 Contact: 1860 599 4444,60 kg,70.7 x 60 x 172 Centimeters,1 units,Frost Free Refrigerator,3 Star Rating,,,,,,,,,,,,,,,,,,,,,,,,,,Voltbek Home Appliances Pvt. Ltd. Voltas House A Chinchpokli Mumbai-400033 Contact: 1860 599 4444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"Whirlpool 500 L 3 Star Inverter Frost-Free Double Door Refrigerator with Adaptive intelligence technology (INTELLIFRESH INV CNV 515 3S, Steel Onyx, Convertible, 2022 Model)","92,750.",,refrigerator,27.4D x 29.5W x 73.2H Centimeters,Whirlpool,500 litres,Full-Sized Freezer-on-Top,3 Star,IF INV CNV 515 STEEL ONYX (3s)-N,248 Kilowatt Hours,382 litres,113 Litres,Freestanding,8905191002579,standard_double_door,"Inverter, Convertible, Toughened Glass, Stabilizer Free Operation, Door Lock",Black,230 Volts,2,Frost Free,Right,,Toughened Glass,3,Energy Star,steel,1,No,"Whirlpool of India Pvt. Ltd., Whirlpool of India Pvt. Ltd.",India,B083JMWQPR,3.6  3.6 out of 5 stars        104 ratings    3.6 out of 5 stars,"#356,550 in Home & Kitchen (See Top 100 in Home & Kitchen)  #548 in Refrigerators",6 January 2020,Whirlpool of India Pvt. Ltd.,22 kg,2.95 x 2.74 x 7.32 Meters,1 set,Refrigerator,3 Star Rating,500,,,,,,,,,,,,"Whirlpool of India Ltd. Plot No. A-4, MIDC Ranjangaon,Taluka Shirur, Dist: Pune, Maharashtra 412220, India, Email - helpdeskindia@whirlpool.com ; Toll Free - 1800 208 1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
